id,video_id,time,author,text,lable
Ughf1tq0EzPja3gCoAEC,BU3i_j000iA,4 years ago,александр Чударс,дурики вас в ес никто брать не хочет с вами тока заключат договор о торговли и после этого закроют у вас все заводы и введут евростандарты и тогда ваши помидорки мясо и весь натур продукт станет не по стандарту ес как это было у нас в латвии вы станете очередной провинцией и то недоделанной а хотите вы вес потому что тогда откроются границы и поедете вы в англию ирландию и тд а вас вы думаете что нужны кому то вас никогда не возьмут в ес так как европа понимает что вас как муравьев и что вы расползётесь по всей европе если вас взять в ес,
UghSazAq90XPcHgCoAEC,FXCliOGt0Jc,4 years ago,alex box,судя по отзывамдебилов немало,
Ugi967OxeZ4L2ngCoAEC,wObv3OVPk30,4 years ago,ЭКУ Москва,только больной может это поститьили не больной а мозгодел подтасовывающий понятия видос поставлен что бы вы клонировали свою ненавистьа завтра ею воспользуются все тежекто срежессировал кровавый майдан,
Uggt3gB5jhiGR3gCoAEC,_BUWLRUhSz0,4 years ago,Пётр Батушан,от молодці оце козаки,
Ugi9M0WYLxdyVngCoAEC.7-H0Z7-Os3P70EttXwmAbz,BtCEuApUR2s,3 years ago,Эля Савченко,данил токаревотсюда вот и беда вашавы придете к богутолько через боль и лишения,
UgwEJRkEl2gnLVEZchx4AaABAg,H8ABnhoxhMw,4 weeks ago,Irina Arbuzova,такой цирк дураки люди начинают понимать какая правда ирина молодец,
Ugibioi7meeQPngCoAEC,H_ToRtwlvpI,4 years ago,Serhiy Gray,истину глаголит,
Ugg53njo9Fx833gCoAEC,zCmV4dX5tgs,4 years ago,Нандита даси,россия хватит поливать нас грязью занимайтесь своей страной хватит нас любить,
UghkAT3zED4LlHgCoAEC.7-H0Z7-7zzm75MkIm-sgNX,ihixlCUv3tY,4 years ago,Slava Pashenko,мне тебя жаль жаль всех таких как ты,
UggtY509S1LXongCoAEC,xZUzfzTLD4U,4 years ago,Артём Ярёменко,"слава героям украины слава украине сегодня майдан а завтра вся украина

слава героям україни слава україні сьогодні майдан а завтра вся україна",
Ugiby0aakaFPmHgCoAEC,T6IbEIBhb8o,4 years ago,андрюха малой,жесть,
UgiGXVv0-XzBjngCoAEC.7-H0Z7-KN187-OywUP3UQp,E950t1WGiE0,4 years ago,Михаил ПК,господи дай прозреть тем кто ещё не видит кто стоит за лидерами майдана,
Ugg2apNCMtYed3gCoAEC.7-H0Z7-M0IZ8_X8bCpVwn-,8SqTaE4-5a4,6 months ago (edited),Денис Bernie,учи историю чувак название украина появилась в векеэто были окраинные земли российской империии украинский язык это новодел придуманный после революции года контрреволюционерами,
Ughx8k55D34YQngCoAEC,8SqTaE4-5a4,1 year ago,MoroshkO,бл один народ а срёмся хотя это больше политика нас раз разъединяет,
UghJORkTlKZ3TngCoAEC.7-H0Z7-B9cD88z73KjWrEW,eufNblKL65s,2 years ago (edited),Сергей Роговой,виктор турушев ну шо сведомит першего января настало чтото россия не развалилась китай опять земли не отжал как будите врать дальше сам то хоть жив правосеки военком не затримали,
Ugjz6LlFzxG6QngCoAEC.7-H0Z7-CBUK7-LBO2AW4rh,zCmV4dX5tgs,4 years ago,Юрий Вышневолоцкий,судя по посту афтат к позорной нации себя не относит хакамада мутант какой и была все годы,
Uggc8V6K4fnbE3gCoAEC.7-H0Z7-MEVm7-HkZ4QjDgy,KUCR8xORoUo,4 years ago,Леся Снисарь,да на самом деле нас как народ ничего не разделяет украина против политики кремля,
Ugg6PL4DjXtiqHgCoAEC,T6IbEIBhb8o,4 years ago,Олег Вещий,по ходу родной не знает,
UgjgunG9YE2dLXgCoAEC.7-H0Z7-H96b7-brCZAiVnr,8SqTaE4-5a4,4 years ago,Olexa Illyashenko,алексей алексеев раньше считалось что негр это недочеловек они ели ходили в туалет в отдельные места действительно как негр может быть человеком и некоторые люди возмущались как эти унтерменшен могут иметь наглость требовать тех же прав что и остальные на что эти ублюдки утверждали что они никому не мешают они просто хотят жить простой жизнью и быть теми кем они хотят быть эх история говорят она повторяется,
